Airport_Code,Timezone,Airport_Name
KUGN,US/Central,Waukegan National Airport
KEDU,US/Pacific,University Airport
K3A6,US/Pacific,Pacific City State Airport
KFCM,US/Central,Flying Cloud Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KPTW,US/Eastern,Heritage Field
KMGJ,US/Eastern,Orange County Airport
KBVS,US/Pacific,Skagit Regional Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KTHV,US/Eastern,York Airport
KF46,US/Central,Rockwall Municipal Airport
KPHL,US/Eastern,Philadelphia International Airport
KSTL,US/Central,St. Louis Lambert International Airport
KHQZ,US/Central,Mesquite Metro Airport
KLOM,US/Eastern,Wings Field
KCGS,US/Eastern,College Park Airport
KFNT,US/Eastern,Bishop International Airport
KDPA,US/Central,Dupage Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KFME,US/Eastern,Tipton Airport
KFEW,US/Mountain,Francis E Warren Air Force Base
KSYR,US/Eastern,Syracuse Hancock International Airport
KDCU,US/Central,Pryor Field Regional Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KMDT,US/Eastern,Harrisburg International Airport
KPVF,US/Pacific,Placerville Airport
KAZO,US/Eastern,Kalamazoo Battle Creek International Airport
KDSM,US/Central,Des Moines International Airport
KBED,US/Eastern,Laurence G Hanscom Field
KAUN,US/Pacific,Auburn Municipal Airport
KCEF,US/Eastern,Westover Metropolitan Airport / Westover Air Reserve Base
KRME,US/Eastern,Griffiss International Airport
KIMM,US/Eastern,Immokalee Regional Airport
KDUH,US/Eastern,Toledo Suburban Airport
KTEB,US/Eastern,Teterboro Airport
KFNT,US/Eastern,Bishop International Airport
KRIV,US/Pacific,March Air Reserve Base
KHFD,US/Eastern,Hartford Brainard Airport
KIAD,US/Eastern,Washington Dulles International Airport
KLDJ,US/Eastern,Linden Airport
KMLE,US/Central,Millard Airport
KBTA,US/Central,Blair Executive Airport
KLOM,US/Eastern,Wings Field
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KMDW,US/Central,Chicago Midway International Airport
KMDW,US/Central,Chicago Midway International Airport
KBED,US/Eastern,Laurence G Hanscom Field
KGPM,US/Central,Grand Prairie Municipal Airport
KSTS,US/Pacific,Charles M. Schulz Sonoma County Airport
KYIP,US/Eastern,Willow Run Airport
KLCK,US/Eastern,Rickenbacker International Airport
KCCR,US/Pacific,Buchanan Field
KORD,US/Central,Chicago O'Hare International Airport
KDSM,US/Central,Des Moines International Airport
KUGN,US/Central,Waukegan National Airport
KLGA,US/Eastern,LaGuardia Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KGRR,US/Eastern,Gerald R. Ford International Airport
KFME,US/Eastern,Tipton Airport
K3A6,US/Pacific,Pacific City State Airport
KAUG,US/Eastern,Augusta State Airport
KUKT,US/Eastern,Quakertown Airport
K3A6,US/Pacific,Pacific City State Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KTEB,US/Eastern,Teterboro Airport
KLOM,US/Eastern,Wings Field
KDET,US/Eastern,Coleman A. Young Municipal Airport
KPNE,US/Eastern,Northeast Philadelphia Airport
KUKT,US/Eastern,Quakertown Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KAPC,US/Pacific,Napa County Airport
KLVN,US/Central,Airlake Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KCXY,US/Eastern,Capital City Airport
KGYY,US/Central,Gary Chicago International Airport
KFNT,US/Eastern,Bishop International Airport
KMDW,US/Central,Chicago Midway International Airport
KIAD,US/Eastern,Washington Dulles International Airport
KSWF,US/Eastern,New York Stewart International Airport
KUGN,US/Central,Waukegan National Airport
KLBR,US/Central,Clarksville Red River City-J D Trissell Field
KMQJ,US/Eastern,Indianapolis Regional Airport
KEUG,US/Pacific,Mahlon Sweet Field
KALB,US/Eastern,Albany International Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KPWK,US/Central,Chicago Executive Airport
KPTW,US/Eastern,Heritage Field
KMQJ,US/Eastern,Indianapolis Regional Airport
KLDJ,US/Eastern,Linden Airport
KMBS,US/Eastern,MBS International Airport
KOMA,US/Central,Eppley Airfield
KTIK,US/Central,Tinker Air Force Base
KDPA,US/Central,Dupage Airport
KDPA,US/Central,Dupage Airport
K3A6,US/Pacific,Pacific City State Airport
K3A6,US/Pacific,Pacific City State Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KPHL,US/Eastern,Philadelphia International Airport
K3A6,US/Pacific,Pacific City State Airport
KLGA,US/Eastern,LaGuardia Airport
KLGA,US/Eastern,LaGuardia Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KXLL,US/Eastern,Allentown Queen City Municipal Airport
KBED,US/Eastern,Laurence G Hanscom Field
KDAA,US/Eastern,Davison Army Air Field
KBKL,US/Eastern,Burke Lakefront Airport
KFNT,US/Eastern,Bishop International Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KTTN,US/Eastern,Trenton Mercer Airport
KFNT,US/Eastern,Bishop International Airport
KFNT,US/Eastern,Bishop International Airport
KEQY,US/Eastern,Charlotte-Monroe Executive Airport
KCGF,US/Eastern,Cuyahoga County Airport
KFNT,US/Eastern,Bishop International Airport
KDPA,US/Central,Dupage Airport
KHOU,US/Central,William P Hobby Airport
KGEV,US/Eastern,Ashe County Airport
KJVL,US/Central,Southern Wisconsin Regional Airport
KDTW,US/Eastern,Detroit Metropolitan Wayne County Airport
KDPA,US/Central,Dupage Airport
KDPA,US/Central,Dupage Airport
KSTS,US/Pacific,Charles M. Schulz Sonoma County Airport
KBDL,US/Eastern,Bradley International Airport
KAFF,US/Mountain,USAF Academy Airfield
KOQN,US/Eastern,Brandywine Regional Airport
KHPN,US/Eastern,Westchester County Airport
KTCM,US/Pacific,McChord Air Force Base
KMMK,US/Eastern,Meriden Markham Municipal Airport
KSGF,US/Central,Springfield Branson National Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KGYY,US/Central,Gary Chicago International Airport
KHFD,US/Eastern,Hartford Brainard Airport
KIKV,US/Central,Ankeny Regional Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KMCC,US/Pacific,McClellan Airfield
KPVD,US/Eastern,Theodore Francis Green State Airport
KSFM,US/Eastern,Sanford Seacoast Regional Airport
KSAT,US/Central,San Antonio International Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KLGA,US/Eastern,LaGuardia Airport
KDSM,US/Central,Des Moines International Airport
KMLE,US/Central,Millard Airport
KCGS,US/Eastern,College Park Airport
KFNT,US/Eastern,Bishop International Airport
KGAI,US/Eastern,Montgomery County Airpark
KBED,US/Eastern,Laurence G Hanscom Field
KHVN,US/Eastern,Tweed New Haven Airport
KTHV,US/Eastern,York Airport
KALB,US/Eastern,Albany International Airport
KFNT,US/Eastern,Bishop International Airport
KORH,US/Eastern,Worcester Regional Airport
KPSF,US/Eastern,Pittsfield Municipal Airport
KEYE,US/Eastern,Eagle Creek Airpark
KDET,US/Eastern,Coleman A. Young Municipal Airport
K3A6,US/Pacific,Pacific City State Airport
KMDW,US/Central,Chicago Midway International Airport
KSTL,US/Central,St. Louis Lambert International Airport
KLOM,US/Eastern,Wings Field
KDPA,US/Central,Dupage Airport
KCHO,US/Eastern,Charlottesville Albemarle Airport
KTEW,US/Eastern,Mason Jewett Field
KLOM,US/Eastern,Wings Field
KDET,US/Eastern,Coleman A. Young Municipal Airport
KRAL,US/Pacific,Riverside Municipal Airport
KFNT,US/Eastern,Bishop International Airport
KDPA,US/Central,Dupage Airport
KLNS,US/Eastern,Lancaster Airport
K3A6,US/Pacific,Pacific City State Airport
KANE,US/Central,Anoka County-Blaine (Janes Field) Airport
KJFK,US/Eastern,John F Kennedy International Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KEWR,US/Eastern,Newark Liberty International Airport
KFRG,US/Eastern,Republic Airport
KMDW,US/Central,Chicago Midway International Airport
KMCJ,US/Central,Salina Municipal Airport
KTBN,US/Central,Waynesville-St. Robert Regional Airport-Forney Field
KHPN,US/Eastern,Westchester County Airport
KVGT,US/Pacific,North Las Vegas Metropolitan International Airport
KOKV,US/Eastern,Winchester Regional Airport
KMQJ,US/Eastern,Indianapolis Regional Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KDSV,US/Eastern,Dansville Municipal Airport
KAWO,US/Pacific,Arlington Municipal Airport
KFTY,US/Eastern,Fulton County Airport Brown Field
KCDW,US/Eastern,Essex County Airport
KMKE,US/Central,General Mitchell International Airport
KD95,US/Eastern,Dupont-Lapeer Airport
KAGC,US/Eastern,Allegheny County Airport
KPHL,US/Eastern,Philadelphia International Airport
KBDR,US/Eastern,Igor I Sikorsky Memorial Airport
KALB,US/Eastern,Albany International Airport
KSEA,US/Pacific,Seattle–Tacoma International Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KSWF,US/Eastern,New York Stewart International Airport
KBWI,US/Eastern,Baltimore/Washington International Thurgood Marshall Airport
KJYO,US/Eastern,Leesburg Executive Airport
KCOS,US/Mountain,City of Colorado Springs Municipal Airport
KLOM,US/Eastern,Wings Field
KPWK,US/Central,Chicago Executive Airport
KALB,US/Eastern,Albany International Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KHPN,US/Eastern,Westchester County Airport
K3A6,US/Pacific,Pacific City State Airport
KHPN,US/Eastern,Westchester County Airport
K3A6,US/Pacific,Pacific City State Airport
KPMD,US/Pacific,Palmdale Regional Airport / USAF Plant 42 Airport
KFNT,US/Eastern,Bishop International Airport
KMWC,US/Central,Lawrence J Timmerman Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
KABE,US/Eastern,Lehigh Valley International Airport
KMDW,US/Central,Chicago Midway International Airport
K3A6,US/Pacific,Pacific City State Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KSFO,US/Pacific,San Francisco International Airport
KDPA,US/Central,Dupage Airport
KMWC,US/Central,Lawrence J Timmerman Airport
KLGB,US/Pacific,Long Beach Airport (Daugherty Field)
KVLL,US/Eastern,Oakland Troy Airport
K27A,US/Eastern,Elbert County Airport Patz Field
KEDJ,US/Eastern,Bellefontaine Regional Airport
KDPA,US/Central,Dupage Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
KORH,US/Eastern,Worcester Regional Airport
KFFO,US/Eastern,Wright-Patterson Air Force Base
KHMZ,US/Eastern,Bedford County Airport
KLNS,US/Eastern,Lancaster Airport
KLOT,US/Central,Lewis University Airport
K3A6,US/Pacific,Pacific City State Airport
KLWM,US/Eastern,Lawrence Municipal Airport
KMSP,US/Central,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field
KDPA,US/Central,Dupage Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KVLL,US/Eastern,Oakland Troy Airport
K3A6,US/Pacific,Pacific City State Airport
K9L2,US/Pacific,Edwards Af Aux North Base Airport
KMDW,US/Central,Chicago Midway International Airport
K3A6,US/Pacific,Pacific City State Airport
KHPN,US/Eastern,Westchester County Airport
KIKV,US/Central,Ankeny Regional Airport
KOMA,US/Central,Eppley Airfield
KBIV,US/Eastern,West Michigan Regional Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
K3A6,US/Pacific,Pacific City State Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KGPM,US/Central,Grand Prairie Municipal Airport
KLVK,US/Pacific,Livermore Municipal Airport
KADW,US/Eastern,Joint Base Andrews
KBKL,US/Eastern,Burke Lakefront Airport
KMKE,US/Central,General Mitchell International Airport
KPVU,US/Mountain,Provo-Utah Lake International Airport
KANE,US/Central,Anoka County-Blaine (Janes Field) Airport
KPTW,US/Eastern,Heritage Field
KTEB,US/Eastern,Teterboro Airport
KSEA,US/Pacific,Seattle–Tacoma International Airport
KDPA,US/Central,Dupage Airport
KDPA,US/Central,Dupage Airport
KCGS,US/Eastern,College Park Airport
KSYR,US/Eastern,Syracuse Hancock International Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KUGN,US/Central,Waukegan National Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KXFL,US/Eastern,Flagler Executive Airport
K3A6,US/Pacific,Pacific City State Airport
KDAY,US/Eastern,James M Cox Dayton International Airport
K3A6,US/Pacific,Pacific City State Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KCID,US/Central,The Eastern Iowa Airport
KHEF,US/Eastern,Manassas Regional Airport/Harry P. Davis Field
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KMWC,US/Central,Lawrence J Timmerman Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KUGN,US/Central,Waukegan National Airport
KIAD,US/Eastern,Washington Dulles International Airport
KLSE,US/Central,La Crosse Regional Airport
KSTL,US/Central,St. Louis Lambert International Airport
KFDK,US/Eastern,Frederick Municipal Airport
KSUS,US/Central,Spirit of St Louis Airport
KBOS,US/Eastern,Logan International Airport
KAGC,US/Eastern,Allegheny County Airport
KPHL,US/Eastern,Philadelphia International Airport
KBOS,US/Eastern,Logan International Airport
KLCI,US/Eastern,Laconia Municipal Airport
KDXR,US/Eastern,Danbury Municipal Airport
KHFD,US/Eastern,Hartford Brainard Airport
KFTW,US/Central,Fort Worth Meacham International Airport
KLVK,US/Pacific,Livermore Municipal Airport
KSCK,US/Pacific,Stockton Metropolitan Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KFNT,US/Eastern,Bishop International Airport
KPAN,US/Mountain,Payson Airport
KIAD,US/Eastern,Washington Dulles International Airport
KLGA,US/Eastern,LaGuardia Airport
KEWB,US/Eastern,New Bedford Regional Airport
KEYE,US/Eastern,Eagle Creek Airpark
KBFI,US/Pacific,Boeing Field King County International Airport
KORD,US/Central,Chicago O'Hare International Airport
K3A6,US/Pacific,Pacific City State Airport
KRIC,US/Eastern,Richmond International Airport
KPWK,US/Central,Chicago Executive Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KMLE,US/Central,Millard Airport
KIKW,US/Eastern,Jack Barstow Airport
K3A6,US/Pacific,Pacific City State Airport
KLGA,US/Eastern,LaGuardia Airport
KVLL,US/Eastern,Oakland Troy Airport
KORD,US/Central,Chicago O'Hare International Airport
KDPA,US/Central,Dupage Airport
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KPTK,US/Eastern,Oakland County International Airport
KDPA,US/Central,Dupage Airport
KHPN,US/Eastern,Westchester County Airport
KCMH,US/Eastern,John Glenn Columbus International Airport
KFDK,US/Eastern,Frederick Municipal Airport
KDUH,US/Eastern,Toledo Suburban Airport
KDPA,US/Central,Dupage Airport
KOXC,US/Eastern,Waterbury Oxford Airport
KSTS,US/Pacific,Charles M. Schulz Sonoma County Airport
KDAL,US/Central,Dallas Love Field
KMDW,US/Central,Chicago Midway International Airport
KATT,US/Central,Central City Municipal - Larry Reineke Field
KOKC,US/Central,Will Rogers World Airport
KEDU,US/Pacific,University Airport
KDFW,US/Central,Dallas Fort Worth International Airport
KMDW,US/Central,Chicago Midway International Airport
KLWM,US/Eastern,Lawrence Municipal Airport
K3A6,US/Pacific,Pacific City State Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KSCH,US/Eastern,Schenectady County Airport
KMMK,US/Eastern,Meriden Markham Municipal Airport
K3A6,US/Pacific,Pacific City State Airport
KSPI,US/Central,Abraham Lincoln Capital Airport
KLGA,US/Eastern,LaGuardia Airport
KDPA,US/Central,Dupage Airport
KHPN,US/Eastern,Westchester County Airport
KMDT,US/Eastern,Harrisburg International Airport
KSTP,US/Central,Saint Paul Downtown Holman Field
KEWR,US/Eastern,Newark Liberty International Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KBOS,US/Eastern,Logan International Airport
KGAI,US/Eastern,Montgomery County Airpark
KPNE,US/Eastern,Northeast Philadelphia Airport
KHPN,US/Eastern,Westchester County Airport
KLAN,US/Eastern,Capital City Airport
KISP,US/Eastern,Long Island Mac Arthur Airport
KEWR,US/Eastern,Newark Liberty International Airport
KBGM,US/Eastern,Greater Binghamton/Edwin A Link field
KFFO,US/Eastern,Wright-Patterson Air Force Base
KLDJ,US/Eastern,Linden Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KDET,US/Eastern,Coleman A. Young Municipal Airport
KIKV,US/Central,Ankeny Regional Airport
KBKL,US/Eastern,Burke Lakefront Airport
KLNS,US/Eastern,Lancaster Airport
KROA,US/Eastern,Roanoke–Blacksburg Regional Airport
KUGN,US/Central,Waukegan National Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KMGE,US/Eastern,Dobbins Air Reserve Base
KFNT,US/Eastern,Bishop International Airport
KAWO,US/Pacific,Arlington Municipal Airport
KTTF,US/Eastern,Custer Airport
KAGS,US/Eastern,Augusta Regional At Bush Field
KAGC,US/Eastern,Allegheny County Airport
KARR,US/Central,Aurora Municipal Airport
KORD,US/Central,Chicago O'Hare International Airport
KLGA,US/Eastern,LaGuardia Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KBNA,US/Central,Nashville International Airport
KLNS,US/Eastern,Lancaster Airport
KMDW,US/Central,Chicago Midway International Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KDYL,US/Eastern,Doylestown Airport
KPAE,US/Pacific,Seattle Paine Field International Airport
KPHN,US/Eastern,St Clair County International Airport
KMLE,US/Central,Millard Airport
KORE,US/Eastern,Orange Municipal Airport
KMGE,US/Eastern,Dobbins Air Reserve Base
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
